name,type,loc,website,open_time,address,number,reviews,star_rating
Humbowl,Amusement Parks,"Berkeley, CA",http://humbowleats.com,,"2975 College Ave Berkeley, CA 94705",(510) 984-3970,,4 star rating
Khana Peena,Amusement Parks,"Berkeley, CA",http://www.khanapeenasolano.co…,11:00 AM - 9:00 PM,"1889 Solano Ave Berkeley, CA 94707",(510) 529-4519,12,4.5 star rating
Tigerlily Berkeley,Amusement Parks,"Berkeley, CA",https://www.tigerlily-berkeley…,4:30 PM - 8:30 PM,"1513 Shattuck Ave Berkeley, CA 94709",(510) 540-7900,648,4 star rating
Bowl'd Korean Rice Bar,Amusement Parks,"Berkeley, CA",http://www.bowldbbq.com,11:00 AM - 10:00 PM,"1479 Solano Ave Albany, CA 94706",(510) 526-6223,1222,4 star rating
Picnic,Amusement Parks,"Berkeley, CA",https://www.picnicrotisserie.c…,11:00 AM - 6:00 PM,"862 San Pablo Ave Albany, CA 94706",(510) 570-2974,20,4.5 star rating
Wojia Hunan Cuisine,Amusement Parks,"Berkeley, CA",https://wojiahunancuisine.com,11:00 AM - 9:00 PM,"917 San Pablo Ave Albany, CA 94706",(510) 526-9088,400,4.5 star rating
Yunnan Style Rice Noodle,Amusement Parks,"Berkeley, CA",,11:00 AM - 9:30 PM,"10675 San Pablo Ave El Cerrito, CA 94530",(510) 280-5412,77,4.5 star rating
Grégoire,Amusement Parks,"Berkeley, CA",http://www.gregoirerestaurant.…,11:30 AM - 7:00 PM,"2109 Cedar St Berkeley, CA 94709",(510) 883-1893,2340,4 star rating
Daryoush Persian Cuisine,Amusement Parks,"Berkeley, CA",http://www.daryoush.com,11:30 AM - 10:00 PM,"2144 Center St Berkeley, CA 94704",(510) 629-2144,213,4.5 star rating
Flavia,Amusement Parks,"Berkeley, CA",http://www.flaviaosteria.com,11:30 AM - 3:00 AM (Next day),"1511 Shattuck Ave Berkeley, CA 94709",(510) 629-2030,76,4 star rating
Lizzy’s Cajun Cafe,Amusement Parks,"Berkeley, CA",https://lizzyscajuncafe.net,11:00 AM - 6:00 PM,"902 Masonic Ave Albany, CA 94706",(510) 525-0400,28,4.5 star rating
KFC,Amusement Parks,"Berkeley, CA",https://www.kfc.com,10:00 AM - 11:00 PM,"6035 Telegraph Rd Oakland, CA 94609",(510) 658-8828,51,2 star rating
Humbowl,Water Parks,"Berkeley, CA",http://humbowleats.com,,"2975 College Ave Berkeley, CA 94705",(510) 984-3970,,3.5 star rating
Cafe Raj,Water Parks,"Berkeley, CA",http://caferajonline.com,11:30 AM - 11:00 PM,"1158 Solano Ave Albany, CA 94706",(510) 524-5667,557,4 star rating
Tigerlily Berkeley,Water Parks,"Berkeley, CA",https://www.tigerlily-berkeley…,4:30 PM - 8:30 PM,"1513 Shattuck Ave Berkeley, CA 94709",(510) 540-7900,648,4 star rating
Bowl'd Korean Rice Bar,Water Parks,"Berkeley, CA",http://www.bowldbbq.com,11:00 AM - 10:00 PM,"1479 Solano Ave Albany, CA 94706",(510) 526-6223,1222,4 star rating
Mad Seoul,Water Parks,"Berkeley, CA",http://www.madseoul.co,11:00 AM - 8:00 PM,"1801 Shattuck Ave Ste C Berkeley, CA 94709",(510) 705-1547,161,4.5 star rating
Picnic,Water Parks,"Berkeley, CA",https://www.picnicrotisserie.c…,11:00 AM - 6:00 PM,"862 San Pablo Ave Albany, CA 94706",(510) 570-2974,20,4.5 star rating
Wojia Hunan Cuisine,Water Parks,"Berkeley, CA",https://wojiahunancuisine.com,11:00 AM - 9:00 PM,"917 San Pablo Ave Albany, CA 94706",(510) 526-9088,400,4.5 star rating
Yunnan Style Rice Noodle,Water Parks,"Berkeley, CA",,11:00 AM - 9:30 PM,"10675 San Pablo Ave El Cerrito, CA 94530",(510) 280-5412,77,4.5 star rating
Grégoire,Water Parks,"Berkeley, CA",http://www.gregoirerestaurant.…,11:30 AM - 7:00 PM,"2109 Cedar St Berkeley, CA 94709",(510) 883-1893,2340,4 star rating
Daryoush Persian Cuisine,Water Parks,"Berkeley, CA",http://www.daryoush.com,11:30 AM - 10:00 PM,"2144 Center St Berkeley, CA 94704",(510) 629-2144,213,4.5 star rating
Flavia,Water Parks,"Berkeley, CA",http://www.flaviaosteria.com,11:30 AM - 3:00 AM (Next day),"1511 Shattuck Ave Berkeley, CA 94709",(510) 629-2030,76,4 star rating
Lizzy’s Cajun Cafe,Water Parks,"Berkeley, CA",https://lizzyscajuncafe.net,11:00 AM - 6:00 PM,"902 Masonic Ave Albany, CA 94706",(510) 525-0400,28,4.5 star rating
Khana Peena,Water Parks,"Berkeley, CA",http://www.khanapeenasolano.co…,11:00 AM - 9:00 PM,"1889 Solano Ave Berkeley, CA 94707",(510) 529-4519,12,4.5 star rating
Humbowl,Landmarks & Historical Buildings,"Berkeley, CA",http://humbowleats.com,,"2975 College Ave Berkeley, CA 94705",(510) 984-3970,,4 star rating
Cafe Raj,Landmarks & Historical Buildings,"Berkeley, CA",http://caferajonline.com,11:30 AM - 11:00 PM,"1158 Solano Ave Albany, CA 94706",(510) 524-5667,557,4 star rating
Tigerlily Berkeley,Landmarks & Historical Buildings,"Berkeley, CA",https://www.tigerlily-berkeley…,4:30 PM - 8:30 PM,"1513 Shattuck Ave Berkeley, CA 94709",(510) 540-7900,648,4 star rating
Bowl'd Korean Rice Bar,Landmarks & Historical Buildings,"Berkeley, CA",http://www.bowldbbq.com,11:00 AM - 10:00 PM,"1479 Solano Ave Albany, CA 94706",(510) 526-6223,1222,4 star rating
Mad Seoul,Landmarks & Historical Buildings,"Berkeley, CA",http://www.madseoul.co,11:00 AM - 8:00 PM,"1801 Shattuck Ave Ste C Berkeley, CA 94709",(510) 705-1547,161,4.5 star rating
Picnic,Landmarks & Historical Buildings,"Berkeley, CA",https://www.picnicrotisserie.c…,11:00 AM - 6:00 PM,"862 San Pablo Ave Albany, CA 94706",(510) 570-2974,20,4.5 star rating
Wojia Hunan Cuisine,Landmarks & Historical Buildings,"Berkeley, CA",https://wojiahunancuisine.com,11:00 AM - 9:00 PM,"917 San Pablo Ave Albany, CA 94706",(510) 526-9088,400,4.5 star rating
Yunnan Style Rice Noodle,Landmarks & Historical Buildings,"Berkeley, CA",,11:00 AM - 9:30 PM,"10675 San Pablo Ave El Cerrito, CA 94530",(510) 280-5412,77,4.5 star rating
Grégoire,Landmarks & Historical Buildings,"Berkeley, CA",http://www.gregoirerestaurant.…,11:30 AM - 7:00 PM,"2109 Cedar St Berkeley, CA 94709",(510) 883-1893,2340,4 star rating
Daryoush Persian Cuisine,Landmarks & Historical Buildings,"Berkeley, CA",http://www.daryoush.com,11:30 AM - 10:00 PM,"2144 Center St Berkeley, CA 94704",(510) 629-2144,213,4.5 star rating
Flavia,Landmarks & Historical Buildings,"Berkeley, CA",http://www.flaviaosteria.com,11:30 AM - 3:00 AM (Next day),"1511 Shattuck Ave Berkeley, CA 94709",(510) 629-2030,76,4 star rating
Lizzy’s Cajun Cafe,Landmarks & Historical Buildings,"Berkeley, CA",https://lizzyscajuncafe.net,11:00 AM - 6:00 PM,"902 Masonic Ave Albany, CA 94706",(510) 525-0400,28,4.5 star rating
Khana Peena,Landmarks & Historical Buildings,"Berkeley, CA",http://www.khanapeenasolano.co…,11:00 AM - 9:00 PM,"1889 Solano Ave Berkeley, CA 94707",(510) 529-4519,12,4.5 star rating
Humbowl,Museum,"Berkeley, CA",http://humbowleats.com,,"2975 College Ave Berkeley, CA 94705",(510) 984-3970,,4 star rating
Amici's East Coast Pizzeria at CloudKitchens - North Oakland,Museum,"Berkeley, CA",http://www.amicis.com,11:00 AM - 10:00 PM,"5333 Adeline St. Oakland, CA 94608",(510) 775-1535,13,4.5 star rating
Mad Seoul,Museum,"Berkeley, CA",http://www.madseoul.co,11:00 AM - 8:00 PM,"1801 Shattuck Ave Ste C Berkeley, CA 94709",(510) 705-1547,161,4.5 star rating
Tigerlily Berkeley,Museum,"Berkeley, CA",https://www.tigerlily-berkeley…,4:30 PM - 8:30 PM,"1513 Shattuck Ave Berkeley, CA 94709",(510) 540-7900,648,4 star rating
Bowl'd Korean Rice Bar,Museum,"Berkeley, CA",http://www.bowldbbq.com,11:00 AM - 10:00 PM,"1479 Solano Ave Albany, CA 94706",(510) 526-6223,1222,4 star rating
Picnic,Museum,"Berkeley, CA",https://www.picnicrotisserie.c…,11:00 AM - 6:00 PM,"862 San Pablo Ave Albany, CA 94706",(510) 570-2974,20,4.5 star rating
Wojia Hunan Cuisine,Museum,"Berkeley, CA",https://wojiahunancuisine.com,11:00 AM - 9:00 PM,"917 San Pablo Ave Albany, CA 94706",(510) 526-9088,400,4.5 star rating
Yunnan Style Rice Noodle,Museum,"Berkeley, CA",,11:00 AM - 9:30 PM,"10675 San Pablo Ave El Cerrito, CA 94530",(510) 280-5412,77,4.5 star rating
Grégoire,Museum,"Berkeley, CA",http://www.gregoirerestaurant.…,11:30 AM - 7:00 PM,"2109 Cedar St Berkeley, CA 94709",(510) 883-1893,2340,4 star rating
Flavia,Museum,"Berkeley, CA",http://www.flaviaosteria.com,11:30 AM - 3:00 AM (Next day),"1511 Shattuck Ave Berkeley, CA 94709",(510) 629-2030,76,4 star rating
Lizzy’s Cajun Cafe,Museum,"Berkeley, CA",https://lizzyscajuncafe.net,11:00 AM - 6:00 PM,"902 Masonic Ave Albany, CA 94706",(510) 525-0400,28,4.5 star rating
KoStop,Museum,"Berkeley, CA",,11:30 AM - 8:00 PM,"2431 Durant Ave Ste A Berkeley, CA 94704",,18,4.5 star rating
Khana Peena,Museum,"Berkeley, CA",http://www.khanapeenasolano.co…,11:00 AM - 9:00 PM,"1889 Solano Ave Berkeley, CA 94707",(510) 529-4519,12,4.5 star rating
Humbowl,Monuments,"Berkeley, CA",http://humbowleats.com,,"2975 College Ave Berkeley, CA 94705",(510) 984-3970,,4 star rating
Khana Peena,Monuments,"Berkeley, CA",http://www.khanapeenasolano.co…,11:00 AM - 9:00 PM,"1889 Solano Ave Berkeley, CA 94707",(510) 529-4519,12,4.5 star rating
Tigerlily Berkeley,Monuments,"Berkeley, CA",https://www.tigerlily-berkeley…,4:30 PM - 8:30 PM,"1513 Shattuck Ave Berkeley, CA 94709",(510) 540-7900,648,4 star rating
Bowl'd Korean Rice Bar,Monuments,"Berkeley, CA",http://www.bowldbbq.com,11:00 AM - 10:00 PM,"1479 Solano Ave Albany, CA 94706",(510) 526-6223,1222,4 star rating
Mad Seoul,Monuments,"Berkeley, CA",http://www.madseoul.co,11:00 AM - 8:00 PM,"1801 Shattuck Ave Ste C Berkeley, CA 94709",(510) 705-1547,161,4.5 star rating
Picnic,Monuments,"Berkeley, CA",https://www.picnicrotisserie.c…,11:00 AM - 6:00 PM,"862 San Pablo Ave Albany, CA 94706",(510) 570-2974,20,4.5 star rating
Wojia Hunan Cuisine,Monuments,"Berkeley, CA",https://wojiahunancuisine.com,11:00 AM - 9:00 PM,"917 San Pablo Ave Albany, CA 94706",(510) 526-9088,400,4.5 star rating
Yunnan Style Rice Noodle,Monuments,"Berkeley, CA",,11:00 AM - 9:30 PM,"10675 San Pablo Ave El Cerrito, CA 94530",(510) 280-5412,77,4.5 star rating
Grégoire,Monuments,"Berkeley, CA",http://www.gregoirerestaurant.…,11:30 AM - 7:00 PM,"2109 Cedar St Berkeley, CA 94709",(510) 883-1893,2340,4 star rating
Daryoush Persian Cuisine,Monuments,"Berkeley, CA",http://www.daryoush.com,11:30 AM - 10:00 PM,"2144 Center St Berkeley, CA 94704",(510) 629-2144,213,4.5 star rating
Flavia,Monuments,"Berkeley, CA",http://www.flaviaosteria.com,11:30 AM - 3:00 AM (Next day),"1511 Shattuck Ave Berkeley, CA 94709",(510) 629-2030,76,4 star rating
Lizzy’s Cajun Cafe,Monuments,"Berkeley, CA",https://lizzyscajuncafe.net,11:00 AM - 6:00 PM,"902 Masonic Ave Albany, CA 94706",(510) 525-0400,28,4.5 star rating
Cafe Raj,Monuments,"Berkeley, CA",http://caferajonline.com,11:30 AM - 11:00 PM,"1158 Solano Ave Albany, CA 94706",(510) 524-5667,557,4 star rating
Humbowl,Temples,"Berkeley, CA",http://humbowleats.com,,"2975 College Ave Berkeley, CA 94705",(510) 984-3970,,4 star rating
Khana Peena,Temples,"Berkeley, CA",http://www.khanapeenasolano.co…,11:00 AM - 9:00 PM,"1889 Solano Ave Berkeley, CA 94707",(510) 529-4519,12,4.5 star rating
Mad Seoul,Temples,"Berkeley, CA",http://www.madseoul.co,11:00 AM - 8:00 PM,"1801 Shattuck Ave Ste C Berkeley, CA 94709",(510) 705-1547,161,4.5 star rating
Tigerlily Berkeley,Temples,"Berkeley, CA",https://www.tigerlily-berkeley…,4:30 PM - 8:30 PM,"1513 Shattuck Ave Berkeley, CA 94709",(510) 540-7900,648,4 star rating
Bowl'd Korean Rice Bar,Temples,"Berkeley, CA",http://www.bowldbbq.com,11:00 AM - 10:00 PM,"1479 Solano Ave Albany, CA 94706",(510) 526-6223,1222,4 star rating
Picnic,Temples,"Berkeley, CA",https://www.picnicrotisserie.c…,11:00 AM - 6:00 PM,"862 San Pablo Ave Albany, CA 94706",(510) 570-2974,20,4.5 star rating
Wojia Hunan Cuisine,Temples,"Berkeley, CA",https://wojiahunancuisine.com,11:00 AM - 9:00 PM,"917 San Pablo Ave Albany, CA 94706",(510) 526-9088,400,4.5 star rating
Yunnan Style Rice Noodle,Temples,"Berkeley, CA",,11:00 AM - 9:30 PM,"10675 San Pablo Ave El Cerrito, CA 94530",(510) 280-5412,77,4.5 star rating
Grégoire,Temples,"Berkeley, CA",http://www.gregoirerestaurant.…,11:30 AM - 7:00 PM,"2109 Cedar St Berkeley, CA 94709",(510) 883-1893,2340,4 star rating
Flavia,Temples,"Berkeley, CA",http://www.flaviaosteria.com,11:30 AM - 3:00 AM (Next day),"1511 Shattuck Ave Berkeley, CA 94709",(510) 629-2030,76,4 star rating
Lizzy’s Cajun Cafe,Temples,"Berkeley, CA",https://lizzyscajuncafe.net,11:00 AM - 6:00 PM,"902 Masonic Ave Albany, CA 94706",(510) 525-0400,28,4.5 star rating
KoStop,Temples,"Berkeley, CA",,11:30 AM - 8:00 PM,"2431 Durant Ave Ste A Berkeley, CA 94704",,18,4.5 star rating
Baltic Spice House,Temples,"Berkeley, CA",,11:30 AM - 9:00 PM,"135 Park Pl Richmond, CA 94801",(510) 255-7342,36,3.5 star rating
Humbowl,Zoos,"Berkeley, CA",http://humbowleats.com,,"2975 College Ave Berkeley, CA 94705",(510) 984-3970,,3.5 star rating
Tigerlily Berkeley,Zoos,"Berkeley, CA",https://www.tigerlily-berkeley…,4:30 PM - 8:30 PM,"1513 Shattuck Ave Berkeley, CA 94709",(510) 540-7900,648,4 star rating
Bowl'd Korean Rice Bar,Zoos,"Berkeley, CA",http://www.bowldbbq.com,11:00 AM - 10:00 PM,"1479 Solano Ave Albany, CA 94706",(510) 526-6223,1222,4 star rating
Mad Seoul,Zoos,"Berkeley, CA",http://www.madseoul.co,11:00 AM - 8:00 PM,"1801 Shattuck Ave Ste C Berkeley, CA 94709",(510) 705-1547,161,4.5 star rating
Picnic,Zoos,"Berkeley, CA",https://www.picnicrotisserie.c…,11:00 AM - 6:00 PM,"862 San Pablo Ave Albany, CA 94706",(510) 570-2974,20,4.5 star rating
Wojia Hunan Cuisine,Zoos,"Berkeley, CA",https://wojiahunancuisine.com,11:00 AM - 9:00 PM,"917 San Pablo Ave Albany, CA 94706",(510) 526-9088,400,4.5 star rating
Yunnan Style Rice Noodle,Zoos,"Berkeley, CA",,11:00 AM - 9:30 PM,"10675 San Pablo Ave El Cerrito, CA 94530",(510) 280-5412,77,4.5 star rating
Grégoire,Zoos,"Berkeley, CA",http://www.gregoirerestaurant.…,11:30 AM - 7:00 PM,"2109 Cedar St Berkeley, CA 94709",(510) 883-1893,2340,4 star rating
Daryoush Persian Cuisine,Zoos,"Berkeley, CA",http://www.daryoush.com,11:30 AM - 10:00 PM,"2144 Center St Berkeley, CA 94704",(510) 629-2144,213,4.5 star rating
Flavia,Zoos,"Berkeley, CA",http://www.flaviaosteria.com,11:30 AM - 3:00 AM (Next day),"1511 Shattuck Ave Berkeley, CA 94709",(510) 629-2030,76,4 star rating
Lizzy’s Cajun Cafe,Zoos,"Berkeley, CA",https://lizzyscajuncafe.net,11:00 AM - 6:00 PM,"902 Masonic Ave Albany, CA 94706",(510) 525-0400,28,4.5 star rating
Amici's East Coast Pizzeria at CloudKitchens - North Oakland,Zoos,"Berkeley, CA",http://www.amicis.com,11:00 AM - 10:00 PM,"5333 Adeline St. Oakland, CA 94608",(510) 775-1535,13,4.5 star rating
Humbowl,Aquariums,"Berkeley, CA",http://humbowleats.com,,"2975 College Ave Berkeley, CA 94705",(510) 984-3970,,3.5 star rating
Khana Peena,Aquariums,"Berkeley, CA",http://www.khanapeenasolano.co…,11:00 AM - 9:00 PM,"1889 Solano Ave Berkeley, CA 94707",(510) 529-4519,12,4.5 star rating
Tigerlily Berkeley,Aquariums,"Berkeley, CA",https://www.tigerlily-berkeley…,4:30 PM - 8:30 PM,"1513 Shattuck Ave Berkeley, CA 94709",(510) 540-7900,648,4 star rating
Bowl'd Korean Rice Bar,Aquariums,"Berkeley, CA",http://www.bowldbbq.com,11:00 AM - 10:00 PM,"1479 Solano Ave Albany, CA 94706",(510) 526-6223,1222,4 star rating
Mad Seoul,Aquariums,"Berkeley, CA",http://www.madseoul.co,11:00 AM - 8:00 PM,"1801 Shattuck Ave Ste C Berkeley, CA 94709",(510) 705-1547,161,4.5 star rating
Picnic,Aquariums,"Berkeley, CA",https://www.picnicrotisserie.c…,11:00 AM - 6:00 PM,"862 San Pablo Ave Albany, CA 94706",(510) 570-2974,20,4.5 star rating
Wojia Hunan Cuisine,Aquariums,"Berkeley, CA",https://wojiahunancuisine.com,11:00 AM - 9:00 PM,"917 San Pablo Ave Albany, CA 94706",(510) 526-9088,400,4.5 star rating
Yunnan Style Rice Noodle,Aquariums,"Berkeley, CA",,11:00 AM - 9:30 PM,"10675 San Pablo Ave El Cerrito, CA 94530",(510) 280-5412,77,4.5 star rating
Grégoire,Aquariums,"Berkeley, CA",http://www.gregoirerestaurant.…,11:30 AM - 7:00 PM,"2109 Cedar St Berkeley, CA 94709",(510) 883-1893,2340,4 star rating
Daryoush Persian Cuisine,Aquariums,"Berkeley, CA",http://www.daryoush.com,11:30 AM - 10:00 PM,"2144 Center St Berkeley, CA 94704",(510) 629-2144,213,4.5 star rating
Flavia,Aquariums,"Berkeley, CA",http://www.flaviaosteria.com,11:30 AM - 3:00 AM (Next day),"1511 Shattuck Ave Berkeley, CA 94709",(510) 629-2030,76,4 star rating
Lizzy’s Cajun Cafe,Aquariums,"Berkeley, CA",https://lizzyscajuncafe.net,11:00 AM - 6:00 PM,"902 Masonic Ave Albany, CA 94706",(510) 525-0400,28,4.5 star rating
Amici's East Coast Pizzeria at CloudKitchens - North Oakland,Aquariums,"Berkeley, CA",http://www.amicis.com,11:00 AM - 10:00 PM,"5333 Adeline St. Oakland, CA 94608",(510) 775-1535,13,4.5 star rating
Humbowl,Art Galleries,"Berkeley, CA",http://humbowleats.com,,"2975 College Ave Berkeley, CA 94705",(510) 984-3970,,4 star rating
Khana Peena,Art Galleries,"Berkeley, CA",http://www.khanapeenasolano.co…,11:00 AM - 9:00 PM,"1889 Solano Ave Berkeley, CA 94707",(510) 529-4519,12,4.5 star rating
Tigerlily Berkeley,Art Galleries,"Berkeley, CA",https://www.tigerlily-berkeley…,4:30 PM - 8:30 PM,"1513 Shattuck Ave Berkeley, CA 94709",(510) 540-7900,648,4 star rating
Bowl'd Korean Rice Bar,Art Galleries,"Berkeley, CA",http://www.bowldbbq.com,11:00 AM - 10:00 PM,"1479 Solano Ave Albany, CA 94706",(510) 526-6223,1222,4 star rating
Mad Seoul,Art Galleries,"Berkeley, CA",http://www.madseoul.co,11:00 AM - 8:00 PM,"1801 Shattuck Ave Ste C Berkeley, CA 94709",(510) 705-1547,161,4.5 star rating
Picnic,Art Galleries,"Berkeley, CA",https://www.picnicrotisserie.c…,11:00 AM - 6:00 PM,"862 San Pablo Ave Albany, CA 94706",(510) 570-2974,20,4.5 star rating
Wojia Hunan Cuisine,Art Galleries,"Berkeley, CA",https://wojiahunancuisine.com,11:00 AM - 9:00 PM,"917 San Pablo Ave Albany, CA 94706",(510) 526-9088,400,4.5 star rating
Yunnan Style Rice Noodle,Art Galleries,"Berkeley, CA",,11:00 AM - 9:30 PM,"10675 San Pablo Ave El Cerrito, CA 94530",(510) 280-5412,77,4.5 star rating
Grégoire,Art Galleries,"Berkeley, CA",http://www.gregoirerestaurant.…,11:30 AM - 7:00 PM,"2109 Cedar St Berkeley, CA 94709",(510) 883-1893,2340,4 star rating
Daryoush Persian Cuisine,Art Galleries,"Berkeley, CA",http://www.daryoush.com,11:30 AM - 10:00 PM,"2144 Center St Berkeley, CA 94704",(510) 629-2144,213,4.5 star rating
Flavia,Art Galleries,"Berkeley, CA",http://www.flaviaosteria.com,11:30 AM - 3:00 AM (Next day),"1511 Shattuck Ave Berkeley, CA 94709",(510) 629-2030,76,4 star rating
Lizzy’s Cajun Cafe,Art Galleries,"Berkeley, CA",https://lizzyscajuncafe.net,11:00 AM - 6:00 PM,"902 Masonic Ave Albany, CA 94706",(510) 525-0400,28,4.5 star rating
Cafe Raj,Art Galleries,"Berkeley, CA",http://caferajonline.com,11:30 AM - 11:00 PM,"1158 Solano Ave Albany, CA 94706",(510) 524-5667,557,4 star rating
Humbowl,Tourist Attractions,"Berkeley, CA",http://humbowleats.com,,"2975 College Ave Berkeley, CA 94705",(510) 984-3970,,4 star rating
Khana Peena,Tourist Attractions,"Berkeley, CA",http://www.khanapeenasolano.co…,11:00 AM - 9:00 PM,"1889 Solano Ave Berkeley, CA 94707",(510) 529-4519,12,4.5 star rating
Tigerlily Berkeley,Tourist Attractions,"Berkeley, CA",https://www.tigerlily-berkeley…,4:30 PM - 8:30 PM,"1513 Shattuck Ave Berkeley, CA 94709",(510) 540-7900,648,4 star rating
Bowl'd Korean Rice Bar,Tourist Attractions,"Berkeley, CA",http://www.bowldbbq.com,11:00 AM - 10:00 PM,"1479 Solano Ave Albany, CA 94706",(510) 526-6223,1222,4 star rating
Mad Seoul,Tourist Attractions,"Berkeley, CA",http://www.madseoul.co,11:00 AM - 8:00 PM,"1801 Shattuck Ave Ste C Berkeley, CA 94709",(510) 705-1547,161,4.5 star rating
Picnic,Tourist Attractions,"Berkeley, CA",https://www.picnicrotisserie.c…,11:00 AM - 6:00 PM,"862 San Pablo Ave Albany, CA 94706",(510) 570-2974,20,4.5 star rating
Wojia Hunan Cuisine,Tourist Attractions,"Berkeley, CA",https://wojiahunancuisine.com,11:00 AM - 9:00 PM,"917 San Pablo Ave Albany, CA 94706",(510) 526-9088,400,4.5 star rating
Yunnan Style Rice Noodle,Tourist Attractions,"Berkeley, CA",,11:00 AM - 9:30 PM,"10675 San Pablo Ave El Cerrito, CA 94530",(510) 280-5412,77,4.5 star rating
Grégoire,Tourist Attractions,"Berkeley, CA",http://www.gregoirerestaurant.…,11:30 AM - 7:00 PM,"2109 Cedar St Berkeley, CA 94709",(510) 883-1893,2340,4 star rating
Daryoush Persian Cuisine,Tourist Attractions,"Berkeley, CA",http://www.daryoush.com,11:30 AM - 10:00 PM,"2144 Center St Berkeley, CA 94704",(510) 629-2144,213,4.5 star rating
Flavia,Tourist Attractions,"Berkeley, CA",http://www.flaviaosteria.com,11:30 AM - 3:00 AM (Next day),"1511 Shattuck Ave Berkeley, CA 94709",(510) 629-2030,76,4 star rating
Lizzy’s Cajun Cafe,Tourist Attractions,"Berkeley, CA",https://lizzyscajuncafe.net,11:00 AM - 6:00 PM,"902 Masonic Ave Albany, CA 94706",(510) 525-0400,28,4.5 star rating
Amici's East Coast Pizzeria at CloudKitchens - North Oakland,Tourist Attractions,"Berkeley, CA",http://www.amicis.com,11:00 AM - 10:00 PM,"5333 Adeline St. Oakland, CA 94608",(510) 775-1535,13,4.5 star rating
